Aide au démarrage en côte,Alimentation électrique,Allumage automatique des feux,Bouton Start & Stop,Clé intelligente,Climatisation,Détecteur de pluie,Direction assistée,Fermeture centralisée,Frein de stationnement éléctrique,Limiteur de vitesse,Ordinateur de bord,Régulateur de vitesse,Rétroviseur intérieur,Rétroviseurs extérieurs,Sélecteur de modes de conduite,Sièges avant réglables en hauteur,Système Start & Stop,Vitres électriques,Volant réglable,Accoudoirs,Appuis têtes arrières,Autoradio,Connectivité,Ecran,Pommeau de levier de vitesse,Sellerie,Sièges,Tableau de bord,Vitres,Volant,Aide au stationnement,Antibrouillards,Eléments extérieurs couleur carrosserie,Feux à LED,Jantes,Phares,Spoiler arrière,Carrosserie,Hauteur,Largeur,Longueur,Nombre de places,Nombre de portes,Peinture,Volume du coffre,0-100 Km/h,Consommation extra-urbaine,Consommation mixte,Consommation urbaine,Vitesse maxi,Boîte,Couple,Cylindrée,Energie,Nombre de cylindres,Nombre de rapports,Puissance (ch.din),Puissance fiscale,Transmission,ABS,Airbags,Anti-démarrage électronique,Anti-patinage,Assistance au freinage,Fixations ISOFIX,Surveillance d’angle mort,Garantie,prix,description,Modes de conduite,Dynamic Response,Autonomie électrique,Stores pare-soleil,Volume du coffre avant,Temps de recharge rapide,GPS,Consommation électrique,Capot moteur actif,Volume du coffre maximal,Lave Phares,Kit rangement,Détecteur de fatigue,Système de récupération d,Temps de recharge rapid,Détection des piétons,Kit sécurité,Instrumentation digitale,Coffre à bagages,Frein de stationnement,Emissions de CO2,Alerte de circulation transversale,Caméra d,Pack aérodynamique M,Caméra de recul,Ordinateur de Bord,Temps de recharge normale,Type,Aileron arrière,Sideblades,Contrôle de pression des pneus,Rétroviseur Intérieur,Volant et pommeau de levier de vitesse en cuir,Empattement,Tapis de sol,Rideau de benne,Arceau de benne,Éclairage d,Aide au Stationnement,Carte mains libres,Instrumentation numérique,Suspension,Contrôle du roulis de la remorque,Pack Sport Chrono,Financement,Boulons de roues protégés,Lumières d,Baguettes extérieures d,Sièges réglables en hauteur,Aide au maintien dans la voie,Airbags frontaux,Stabilisateur de vent latéral,Pédaliers,Cloison entre cabine et compartiment arrière,Consommation électrique WLTP,Fermeture assistée des portes,Différentiel autobloquant,Seuils de portes,Marchepieds latéraux,Ceintures de securite,Kit éclairage,Version pays chauds,Anti-Patinage,Alerte de franchissement de ligne,Ecran central,Sorties d’échappement,Puissance électrique,Caméra latérale,Magic Wash,Frein de parking électrique,SYSTÈME START & STOP,DSC,Freinage,Ciel de pavillon,Contrôle adaptatif de la charge,Voiture populaire,Radar de Stationnement,Nombre de moteurs électriques,ALARME ANTIVOL,Injection,ECRAN,Reconnaissance des panneaux,Kit fumeurs,Volume utile,RADAR DE STATIONNEMENT,Finition intérieure,Surface de chargement,Alarme antivol,Autonomie électrique WLTP,Navigation,4 roues directrices,Toit,Autonomie WLTP,Avertisseur de changement de voie,Contrôle de stabilité anti-retournement,Kit carrosserie,Affichage tête haute,Airbags rideaux,Frein de parking éléctrique,Charge utile,Boîte à gants réfrigérée,Assistant de feux de route,Poignées de portes,Feux de position à LED,Train roulant,Prise 12V,Airbags latéraux,Pneumatiques runflat,Baguettes extérieures d'encadrement des vitres,Préparation pour téléphone,Barre stabilisatrice,Poids total en charge,Spoiler Arrière,Barres de toit,Anti-démarrage,Pack nuit,Radar de stationnement,Système de descente en côte,Puissance avec overboost (ch.din),Clé Intelligente,Nombre de moteurs,Terrain Response,Degivrage lunette arriere,Autonomie NEDC,Conduite autonome,Boule d,Batterie,Lumières d'ambiance,Calandre,Couple électrique
,,Oui,Démarrage mains libres,,Automatique,Oui,Oui,À distance,,,Oui,,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,,Conducteur et passager,Oui,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,3,Commandes au volant,USB | USB-C | Apple Carplay | Bluetooth,Tactile,,Cuir | Schwarz,Électriques | Chauffants | Réglage lombaire | Fonction mémoire | Sport,Sensatec,Calorifuges | Acoustiques,Cuir | M | Sport,Radar de recul | Radar avant | Caméra de recul | Parkassist,LED,Oui,Feux de jour | Avant | Arrières,En aluminium | 20,Full LED | Adaptatifs,,SUV,1676 mm,1891 mm,4708 mm,5,5,Métallisée,550 L,6.1 s,,2.2 L/100 km,,210 KM/H,Automatique,300 nm 1350 tr/min,1995 CM³,Essence | Hybride rechargeable,4,8,292 CH,11 CV,Intégrale,Oui,Frontaux | Latéraux | Rideaux,Oui,DTC,,Oui,,5 ans (2+3),402000 DT,BMW x3 hybride30e Xdrive Pack M,,,50 km,,,,,,,,,Oui,Oui,,,,Triangle de présignalisation,,,,,,,,,,3.75 heures,,,,,,,,Velours,,,,,,Live Cockpit Professional,,,,,Oui,Oui,Noir Brillant | Shadow Line,,,,,,,,,,,,,Oui,Oui,,,,,109 CH,,,,,,Étriers rouges,BMW Individual anthracite,,,,,,,,,Oui,,,Noir brillant,,Oui,,,,Ouvrant | Panoramique | En verre,,,,BMW Individual,,,,,,Oui,,,,,,Oui,,Oui,,,,Noires,,,,,,,,,,,,,,,,
,1 prise 12 V,Oui,Démarrage mains libres,Accès mains libres,Automatique | 4 zones,Oui,Servotronic,À distance,,Oui,Oui,Avec fonction freinage,Anti-éblouissement,Électriques | Rabattables,,,,Avant,En hauteur et en profondeur,Avant | Arrière,,Harman/Kardon | Commandes au volant,USB-C | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,,,Cuir | Amido,Électriques | Chauffants | Ventilés,,Calorifuges,Cuir | Multi-fonctions | Sport,Radar de recul | Radar avant | Système de caméras 360 | Parkassist | Park distance control,,Pare-chocs | Rétroviseurs,Feux de jour | Avant | Arrières,En aluminium | 21,BMW Laserlight | LED,,SUV,1695 mm,1967 mm,4953 mm,5,5,,500 L,6.2 s,,,,200 KM/H,Automatique,630 nm 0 tr/min,,Electrique,,1,326 CH,N.C. CV,Intégrale,Oui,Frontaux | Latéraux | Protège-tête,Oui,DSC,,Oui,,5 ans (2+3),424900 DT,BMW IXXdrive40 Pack Sport,,,,,,31 minutes,,,,,,Oui,Oui,,,Oui,Triangle de présignalisation | Trousse de premiers secours,12.3,Ouverture et fermeture motorisée,Éléctrique,,,,,,,7.5 heures,,,,Oui,,,,Velours,,,,,,,Pneumatique | Adaptative,,,,Oui,Oui,Alu satiné,Conducteur et passager,,,,,,19.4 kWh/100 km,Soft close,,,,,Oui,,,,Tactile | 14.9 pouces,,,,,,,Oui,,Anthracite,,,,1,,,,,,,,Clear & Bold,,Oui,382 km,,Oui,Ouvrant | Panoramique | Sky Lounge,,,,Sport | Titanbronze,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,74.1 kWh,,,
,,Oui,Démarrage mains libres,Accès mains libres | BMW Display Key,Automatique | 4 zones,Oui,Oui,À distance,,,Oui,,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Photosensibles | Mémoire de position | Éclairage d,,Conducteur et passager,,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,,Commandes au volant,USB | Apple Carplay | Bluetooth | Commande vocale | Commande gestuelle,Tactile,Sport,Schwarz | Cuir étendu | Merino,Électriques | Fonction mémoire | Confort,Cuir,Teintées | Calorifuges | Acoustiques,Cuir | Multi-fonctions | M,Radar de recul | Radar avant | Caméra de recul | Système de caméras 360 | Parkassist | Park distance control,LED,Oui,,En aluminium | 20,Full LED | Adaptatifs | BMW Laserlight,,SUV,1762 mm,1938 mm,4886 mm,5,5,Métallisée,650 L,5.6 s,,3.3 L/100 km,,235 KM/H,Automatique,600 nm 1250 tr/min,2998 CM³,Essence | Hybride rechargeable,6,8,394 CH,15 CV,Intégrale,Oui,Frontaux | Latéraux | Rideaux,Oui,Oui,AFU,,,5 ans (2+3),496500 DT,BMW x5 hybride45e X-drive Pack M,,,,,,,,,,,Oui,Oui,,,,,Triangle de présignalisation,,Ouverture et fermeture motorisée,,,,,Oui,,,,,,,Oui,,,,Velours,,,,,,Live Cockpit Professional,Pneumatique,,,,Oui,Oui,Shadow Line,,,,,,,,,,Aluminium,,,Oui,Oui,,,,,113 CH,,,,,,Étriers rouges,BMW Individual anthracite,,,,,,,,,Oui,,,Laqué Piano Noir,,Oui,,,,Ouvrant | Panoramique | En verre | Sky Lounge,,,,Pack Sport M,Oui,,,,,Oui,,,,,,Oui,,,,,,BMW Individual Shadow Line,,,,,,,,,,,,,,,,265 nm
,,Oui,Démarrage mains libres,Accès mains libres | BMW Display Key,Automatique | 4 zones,Oui,Oui,À distance,,Oui,Oui,Avec fonction freinage,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Photosensibles | Mémoire de position | Éclairage d,,,,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,3,Harman/Kardon | Commandes au volant,USB | Apple Carplay | Bluetooth | Commande vocale | Commande gestuelle,,Sport,Schwarz | Cuir étendu | Merino,Électriques | Chauffants | Réglage lombaire | Fonction mémoire | Sport,Cuir,Teintées | Calorifuges | Acoustiques,Cuir | Multi-fonctions | M | Sport,Radar de recul | Radar avant | Caméra de recul | Système de caméras 360 | Parkassist,LED,Oui,,En aluminium | 20,Full LED | Adaptatifs | BMW Laserlight,,SUV,1762 mm,1938 mm,4886 mm,5,5,Métallisée,650 L,4.8 s,,1.2 L/100 km,,250 KM/H,Automatique,700 nm 1250 tr/min,2998 CM³,Essence | Hybride rechargeable,6,8,489 CH,21 CV,Intégrale,Oui,Frontaux | Latéraux | Rideaux,Oui,Oui,AFU | Système anti-collision avec détection des piétons,,,5 ans (2+3),581900 DT,BMW x5 hybride50e X Drive Pack M,,,,,,,,,,,Oui,Oui,Oui,,,Oui,Triangle de présignalisation | Trousse de premiers secours,Live Cockpit Professional,Ouverture et fermeture motorisée | Cache Bagages,Éléctrique,,,,Oui,,,4.5 heures,,,,Oui,,,,Velours,,,,,,,Pneumatique | Adaptative,,,,Oui,Oui,Shadow Line,Conducteur et passager,,,,,,22.9 kWh/100 km,Soft close,,Aluminium,,,Oui,Oui,,,Tactile,,197 CH,,,,,,Étriers rouges,BMW Individual anthracite,,,,,,,,,,,,Laqué Piano Noir | Inserts décoratifs en bois précieux,,Oui,110 km,,,Ouvrant | Panoramique | En verre | Sky Lounge,,,,Pack Sport M,Oui,,,,,Oui,,,,,,Oui,,,,,,BMW Individual Shadow Line,,,,,,,,,,,,,29.5 kWh,,BMW Iconic Glow,280 nm
,,Oui,,Accès mains libres,Automatique | 4 zones,Oui,Électrique,À distance,,,Oui,,Anti-éblouissement,Électriques,,Conducteur et passager,,Avant/Arrière,En hauteur et en profondeur,Executive Lounge,,Commandes au volant | Bowers & Wilkins | 29 haut-parleurs,Apple Carplay | Android Auto | Bluetooth | Commande vocale | Chargeur de téléphone sans fil | Commande gestuelle,Avec fonction TV | Ecrans à l,Cuir,Cuir | Merino | Amarone,Électriques | Chauffants | Massants | Ventilés,Cuir,Calorifuges,Cuir | Chauffant | Sport,Radar de recul | Radar avant | Caméra de recul | Système de caméras 360 | Parkassist,LED,Oui,Feux de jour | Arrières,En aluminium | 20,Cristal BMW Iconic Glow,,Berline,1544 mm,1950 mm,5391 mm,5,4,,540 L,5.4 s,,7.9 L/100 km,,250 KM/H,Automatique,540 nm 1840 tr/min,2998 CM³,Essence | Hybride léger,6,8,381 CH,26 CV,Propulsion,Oui,Frontaux | Latéraux | Rideaux,Oui,Oui,,,,5 ans (2+3),782500 DT,BMW série 7740i Launch Edition,,,,Pour lunette arrière (électrique) | Pour vitres de portes arrières,,,Oui,,,,Oui,Oui,,,,,Triangle de présignalisation,,Ouverture et fermeture motorisée,,,,,,,,,,,,Oui,,,,Oui,,,,,,Live Cockpit Professional,,,,,Oui,Oui,,,,,,,,,Soft close,,,,,,Oui,,,,,,,,,,,,M anthracite,,,,,,,,,Oui,,,Bois | Fineline | Laqué Piano Noir | CraftedClarity,,Oui,,,,Ouvrant | Panoramique | En verre | Sky Lounge,,,,,Oui,,,,,Oui,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,Avec signature lumineuse LED | BMW Iconic Glow,
,,Oui,Démarrage mains libres,Accès mains libres,Automatique | Bizone,Oui,Oui,À distance,,Oui,Oui,Oui,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Dégivrants,,Conducteur et passager,Oui,Avant/Arrière,En hauteur et en profondeur,Avant,,8 haut-parleurs | MMI Radio Plus | Commandes au volant | 180 watts,USB-C | Apple Carplay | Android Auto | Bluetooth | Commande vocale | Chargeur de téléphone sans fil | Audi smartphone interface,Tactile | 8.8,,Tissu,,,Parebrise athermique | Lunette et vitres arrières sur-teintées | Athermiques,Cuir | 3 branches | Multi-fonctions,Radar de recul | Radar avant | Caméra de recul | Audi Parking System Plus,,Oui,Feux de jour | Avant | Arrières | Clignotants à défilement,En aluminium | 16,LED,,Citadine,1410 mm,1740 mm,4030 mm,5,5,Métallisée,335 L,9.4 s,,5.8 L/100 km,,203 KM/H,Automatique,200 nm 2000 tr/min,999 CM³,Essence,3,7,116 CH,6 CV,Traction,Oui,Frontaux | Latéraux | Protège-tête,Oui,ESP,,Oui,,3 ans,113000 DT,Audi a1 sportback30 TFSI City Line BVA,,,,,,,,,,,,,,,,,Triangle de présignalisation | Trousse de premiers secours,,,,,,,,,,,,,,,,,,Oui,,,,,,10.25,,,,,Oui,LED,Noir Brillant,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,Oui,,,Aluminium brossé | Laque diamantée (gris),,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Oui,Démarrage mains libres,Accès mains libres,Automatique | Bizone,Oui,Oui,À distance,,Oui,Oui,Oui,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Dégivrants,,Conducteur et passager,Oui,Avant/Arrière,En hauteur et en profondeur,Avant,,8 haut-parleurs | MMI Radio Plus | Commandes au volant | 180 watts,USB-C | Apple Carplay | Android Auto | Bluetooth | Commande vocale | Chargeur de téléphone sans fil | Audi smartphone interface,Tactile | 8.8,,Tissu,Réglage lombaire | Sport,,Parebrise athermique | Lunette et vitres arrières sur-teintées | Athermiques,Cuir | 3 branches | Multi-fonctions | Sport | à méplat,Radar de recul | Radar avant | Caméra de recul | Audi Parking System Plus,,Oui,Feux de jour | Avant | Arrières | Clignotants à défilement,En aluminium | 16,LED,Oui,Citadine,1410 mm,1740 mm,4030 mm,5,5,Métallisée | Bi-ton,335 L,9.4 s,,5.8 L/100 km,,203 KM/H,Automatique,200 nm 2000 tr/min,999 CM³,Essence,3,7,116 CH,6 CV,Traction,Oui,Frontaux | Latéraux | Protège-tête,Oui,ESP,,Oui,,3 ans,125000 DT,Audi a1 sportback30 TFSI S Line BVA,,,,,,,,,,,,,,,,,Triangle de présignalisation | Trousse de premiers secours,,,,,,,,,,,,,,,,,,Oui,,,,,,10.25,Sport,,,,Oui,LED,Noir Brillant,,,,,,,,,,Aluminium | S-line,,,,Oui,,,,,,,,,,,,Noir | Tissu,,,,,,,,,Oui,,,Aluminium brossé | Laque diamantée (gris),,Oui,,,,,,,,S-line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noire,
Oui,,Oui,Démarrage mains libres,,Automatique | Bizone,Oui,Oui,À distance,Oui,Oui,Oui,Oui,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Dégivrants | Photosensibles | Avec clignotants intégrés,,Conducteur et passager,Oui,Avant/Arrière,En hauteur et en profondeur,Avant,,MMI Radio Plus | Commandes au volant,USB-C | Apple Carplay | Android Auto | Bluetooth | Commande vocale,Tactile | 10.1 pouces,,Tissu,,,Parebrise athermique,Cuir | 3 branches | Multi-fonctions | Avec palettes,Caméra de recul,,Oui,Feux de jour | Avant,En aluminium | 17,LED,,Compacte,1450 mm,1820 mm,4340 mm,5,5,Métallisée,380 L,8.4 s,4.8 L/100 km,5.4 L/100 km,6.3 L/100 km,224 KM/H,Automatique,250 nm 1500 tr/min,1395 CM³,Essence,4,8,150 CH,8 CV,Traction,Oui,Frontaux | Latéraux | Protège-tête,Oui,ESP,,Oui,,3 ans,154000 DT,Audi a3 sportback35 TFSI Advanced Line35 TFSI Advanced Line,,,,,,,,,,,,,,,,,Triangle de présignalisation | Trousse de premiers secours,,,,,,,,,,,,,,Oui,,,,Oui,,,,,,10.25,,,,,,LED,Noir Mat,,,,,,,,,,Aluminium,,,,Oui,,,,,,,,,,,,,,,,,,,,,Oui,,,Style aluminium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oui,,Oui,Démarrage mains libres,Accès mains libres,Automatique | Bizone,Oui,Progressive,À distance,Oui,Oui,Oui,Oui,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Dégivrants | Photosensibles | Avec clignotants intégrés,,Conducteur et passager,Oui,Avant/Arrière,En hauteur et en profondeur,Avant,,MMI Radio Plus | Commandes au volant,USB-C | Apple Carplay | Android Auto | Bluetooth | Commande vocale,Tactile | 10.1 pouces,,Similicuir/Tissu,Avec Appuie-tête intégrés | Sport,,Parebrise athermique | Lunette et vitres arrières sur-teintées,Cuir | 3 branches | Multi-fonctions | Sport | à méplat,Système de caméras 360 | Parkassist,,Oui,Feux de jour | Avant | Arrières | Clignotants à défilement,En aluminium | 17,Full LED,Oui,Compacte,1450 mm,1820 mm,4340 mm,5,5,Métallisée,380 L,8.4 s,4.8 L/100 km,5.4 L/100 km,6.3 L/100 km,224 KM/H,Automatique,250 nm 1500 tr/min,1395 CM³,Essence,4,8,150 CH,8 CV,Traction,Oui,Frontaux | Latéraux | Protège-tête,Oui,ESP,,Oui,,3 ans,164000 DT,Audi a3 sportback35 tfsi midnight series ltd,,,,,,,,,,,,,,,,,Triangle de présignalisation | Trousse de premiers secours,,Ouverture et fermeture motorisée,,,,,,,,,,,,Oui,,,,Oui,,,,,,10.25,,,,,,LED,Noir Brillant,,,,,Acier inoxydable brossé,,,,,Aluminium | Eclairés | S-line,,,,Oui,,,,,,,,,,,,Noir,,,,,,,,,Oui,,,Style aluminium | Aluminium Spectre Foncé,,Oui,,,,Panoramique | En verre,,,,Midnight Series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noire,
Oui,,Oui,Démarrage mains libres,,"Automatique ,  Bizone",Oui,"Oui, Progressive",À distance,,,Oui,Limiteur de vitesse,,"Électriques ,  Rabattables ,  Dégivrants ,  Photosensibles ,  Avec clignotants intégrés",,Conducteur et passager,Oui,Avant/Arrière,En hauteur et en profondeur,Avant,,"MMI Radio plus, Commandes au volant","2 USB ,  Bluetooth ,  AUX ,  Commande vocale ,  Audi Music Interface ,  1 fente pour carte SD","Tactile ,  10.1 pouces",,Similicuir/Tissu,"Avec Appuie-tête intégrés , Sport",,"Athermiques, Lunette et vitres arrières sur-teintées, Sport à méplat","3 branches, Cuir, Multi-fonctions, Avec palettes",,,Oui,,"En aluminium, 17",Full LED,Oui,Compacte,1450,1820,4340,5,5,Métallisée,380 L,8.4 s,4.8 l/100 km,5.4 l/100 km,6.3 l/100 km,224 km/h,Automatique,250 nm - 1500 tr/min,1395 cm3,Essence,4,8,150 ch,8 CV,Traction,Oui,"Frontaux, Latéraux, Protège-tête",Oui,ESP,,Oui,,3 ans,169000 DT,Audi a3 sportback35 TFSI S-Line35 TFSI S-Line,,,,,,,,,,,,,,,,,"Triangle de présignalisation ,  Trousse de premiers secours",,Ouverture et fermeture motorisée,,,,,,Oui,,,,,,Oui,"Anti-éblouissement ,  Sans Cadre",Oui,,Oui,,,,,,10.25'' | Digital Cockpit,,,,,,,,,,,,Acier inoxydable brossé,,,,,"Aluminium, Eclairés,  S-line",,,,Oui,,,,,,,,Oui,,,,Noir,,,,,,,,,Oui,,,"Style aluminium, Aluminium Spectre Foncé",,Oui,,,,"Panoramique ,  En verre",,,,S-line,,,,,,,,"Avant, Arrières , Clignotants dynamiques",,,,,"Pack brillance , Noir Brillant",,,,,,,,"Audi Parking System Plus, Avant, Arrière",,,Oui,,,,,,,,LED,,
Oui,1 prise 12 V,Oui,Démarrage mains libres,Accès mains libres,Automatique | Bizone,Oui,Oui,À distance,Oui,Oui,Oui,Oui,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Dégivrants | Photosensibles | Avec clignotants intégrés,,Conducteur et passager,Oui,Avant/Arrière,En hauteur et en profondeur,Avant,,MMI Radio Plus | Commandes au volant,USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | 10.1 pouces,,Tissu,,,Parebrise athermique,Cuir | 3 branches | Multi-fonctions | Avec palettes,Radar de recul | Radar avant | Système de caméras 360 | Parkassist,,Oui,Feux de jour | Avant | Arrières | Clignotants à défilement,En aluminium | 17,Full LED,,Berline,1420 mm,1820 mm,4490 mm,5,4,,425 L,8.5 s,4.8 L/100 km,5.4 L/100 km,6.3 L/100 km,215 KM/H,Automatique,250 nm 1500 tr/min,1395 CM³,Essence,4,8,150 CH,8 CV,Traction,Oui,Frontaux | Latéraux | Protège-tête,Oui,ESP,,Oui,,3 ans,156000 DT,Audi a3 berline35 TFSI Business Extended,,,,,,,,,,,,,,,,,Triangle de présignalisation,,,,,,,,,,,,,,Oui,,,,Oui,,,,,,10.25,,,,,,LED,Pack brillance,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,Oui,,,Style aluminium | Inserts décoratifs en Gris Platine,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Oui,Démarrage mains libres,Accès mains libres,Automatique,Oui,Progressive,À distance,,,Oui,Oui,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Dégivrants | Photosensibles,,Conducteur et passager,Oui,Avant/Arrière,En hauteur et en profondeur,Avant,,10 haut-parleurs | MMI Radio Plus | MMI Touch | Commandes au volant | Système Audio Audi (180W),Android Auto | Apple Carplay | Bluetooth | 2 fentes pour carte SD,8.3 pouces,,Tissu,Sport,,Lunette et vitres arrières sur-teintées,Cuir | 3 branches | Multi-fonctions | à méplat,Radar de recul | Radar avant | Caméra de recul,,Oui,Avant | Arrières | Clignotants à défilement,En aluminium | 17,LED,,SUV,1508 mm,1794 mm,4191 mm,5,5,,405 L,8.6 s,5.8 L/100 km,6 L/100 km,6.9 L/100 km,218 KM/H,Automatique,250 nm 1500 tr/min,1498 CM³,Essence,4,8,150 CH,8 CV,Traction,Oui,Frontaux | Latéraux | Protège-tête,Oui,ESP,,Oui,,3 ans,166000 DT,Audi Q235 Tfsi S Line BVA,,,,,,,,,,,,,,,,,Triangle de présignalisation,,Ouverture et fermeture motorisée,,,,,,,,,,,,,,,,Oui,,,,,,Audi Virtual Cockpit | 12.3,,,,,Oui,LED,,,,,,,,,,,Aluminium | Eclairés | S-line,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,Style aluminium | Applications décoratives laquées argent,,Oui,,,,Ouvrant | En verre,,,,S-line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Oui,Démarrage mains libres,Accès mains libres,Automatique | 3 zones,Oui,,À distance,,,Oui,,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Dégivrants | Photosensibles,,,Oui,Avant/Arrière,En hauteur et en profondeur,Avant,3,,,,Cuir,Tissu,Électriques | Réglage lombaire,,,Cuir | 3 branches | Multi-fonctions,,,Oui,Avant | Arrières,En aluminium | 17,LED,,Berline,1430 mm,1840 mm,4730 mm,5,4,,480 L,8.6 s,4.6 L/100 km,5.5 L/100 km,7.1 L/100 km,224 KM/H,Automatique,270 nm 1350 tr/min,1984 CM³,Essence,4,7,150 CH,8 CV,Traction,Oui,Frontaux | Latéraux | Protège-tête,,,,Oui,,3 ans,198000 DT,Audi a435 TFSI Business Line Plus S-tronic,,,,Pour vitres de portes arrières,,,,,,,,,,,,,Triangle de présignalisation | Trousse de premiers secours,,,,,,,,,,,,,,Oui,,,,Oui,,,,,,,,,,,Oui,LED,Chrome | Pack brillance,Conducteur et passager,,,,,,,,,Aluminium,,,,Oui,,,,,,,,,,,,,,,,,,,,,Oui,,,Laque diamantée (gris),,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,Électronique,,,,,,,,,,,,,,,
Audi hold assist,,Oui,Démarrage mains libres,,Automatique | Bizone,Oui,Progressive,À distance,,,Oui,Oui,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Dégivrants,,Conducteur et passager,,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,,10 haut-parleurs | MMI Radio Plus | MMI Touch | Commandes au volant | Système Audio Audi (180W),USB | Bluetooth | Commande vocale | 1 fente pour carte SD | Audi smartphone interface,Tactile | 8.8,Cuir,Cuir | Similicuir,Électriques | Réglage lombaire | Banquette arrière coulissante,,Lunette et vitres arrières sur-teintées | Acoustiques,Cuir | 3 branches | Multi-fonctions,Radar de recul | Radar avant | Caméra de recul | Audi Parking System Plus,,Oui,Feux de jour | Avant | Arrières,En aluminium | 17,LED,,SUV,1576 mm,1843 mm,4500 mm,5,5,Métallisée,530 L,9.4 s,5.1 L/100 km,5.7 L/100 km,6.9 L/100 km,205 KM/H,Automatique,250 nm 1500 tr/min,1498 CM³,Essence,4,6,150 CH,9 CV,Traction,Oui,Frontaux | Latéraux | Protège-tête,Oui,ESP,,Oui,,3 ans,207000 DT,Audi q335 TFSI Tech Advanced S Tronic,,,,,,,,,,,,,,,,,Triangle de présignalisation,,Ouverture et fermeture motorisée,,129 g/km,,,,,,,,,,,,,,Oui,,,,,,10.25,,,,,Oui,Oui,Pack brillance,,,,,,,,,,Aluminium,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,Oui,,,Argent micrométallique,,Oui,,,,Ouvrant | Panoramique,,,,Advanced,,,,,,,,,,,,,,,,,,Aluminium,,,,Oui,,,,,,,,,,,,
Audi hold assist,,Oui,Démarrage mains libres,Accès mains libres,Automatique | 3 zones,Oui,Oui,À distance,,Oui,Oui,Oui,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Dégivrants | Photosensibles | Avec clignotants intégrés,Audi Drive Select,Conducteur et passager,Oui,Avant/Arrière,En hauteur et en profondeur,Avant,3,10 haut-parleurs | MMI Radio Plus | Commandes au volant | Système Audio Audi (180W),USB | Apple Carplay | AUX | Android Auto | Bluetooth | Commande vocale,Tactile | 10.1 pouces,Cuir,Cuir | Nappa,Électriques | Réglage lombaire | Sport,,Lunette et vitres arrières sur-teintées,Cuir | 3 branches | Multi-fonctions | à méplat | Avec palettes,Radar de recul | Radar avant | Caméra de recul | Audi Parking System Plus,,Oui,Feux de jour | Avant | Arrières | Clignotants à défilement,En aluminium | 19,Full LED | Audi Matrix LED,,Berline,1386 mm,1843 mm,4733 mm,5,5,,465 L,9.1 s,4.7 L/100 km,5.6 L/100 km,7.1 L/100 km,210 KM/H,Automatique,270 nm 1350 tr/min,1984 CM³,Essence,4,7,150 CH,8 CV,Traction,Oui,Frontaux | Latéraux | Protège-tête,Oui,ESP,AFU,Oui,,3 ans,230000 DT,Audi A5 sportback35 Tfsi S Line Selection S Tronic,,,,,,,,,,,,Pack vide-poches et coffre à bagages,,,,,Triangle de présignalisation,,Ouverture et fermeture motorisée,,,,,,,,,,,,Oui,,,,Velours,,,,,,Audi Virtual Cockpit | 12.3,,,,,,LED,Chrome | Pack brillance,,,,,,,,,,Aluminium | Eclairés | S-line,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,Laqué Piano Noir,,Oui,,,,,,,,S-line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
