Disponibilité,Carrosserie,Garantie,Nombre de places,Nombre de portes,Nombre de cylindres,Energie,Puissance fiscale,Puissance (ch.din),Couple,Cylindrée,Boîte,Nombre de rapports,Transmission,Longueur,Largeur,Hauteur,Volume du coffre,0-100 Km/h,Vitesse maxi,Consommation urbaine,Consommation extra-urbaine,Consommation mixte,ABS,Airbags,Anti-démarrage électronique,Contrôle de pression des pneus,Fixations ISOFIX,Anti-patinage,Aide au stationnement,Assistance au freinage,Alerte de franchissement de ligne,Direction assistée,Régulateur de vitesse,Limiteur de vitesse,Antibrouillards,Eléments extérieurs couleur carrosserie,Feux à LED,Jantes,Lave Phares,Phares,Autoradio,Connectivité,Ecran central,Accoudoirs,Appuis têtes arrières,Finition intérieure,Pommeau de levier de vitesse,Sellerie,Sièges,Sièges réglables en hauteur,Tapis de sol,Vitres,Volant,Volant réglable,Bouton Start & Stop,Climatisation,Fermeture centralisée,Ordinateur de bord,Système Start & Stop,Rétroviseurs extérieurs,Rétroviseur intérieur,Vitres électriques,prix,description,Peinture,Aide au maintien dans la voie,Boîte à gants réfrigérée,Rideau de benne,Stores pare-soleil,Kit rangement,Freinage,Voiture populaire,Coffre à bagages,Préparation pour téléphone,Kit sécurité,Stabilisateur de vent latéral,DSC,Poignées de portes,Spoiler arrière,Affichage tête haute,Train roulant,Charge utile,Arceau de benne,Version pays chauds,Détecteur de fatigue,Fermeture assistée des portes,Nombre de moteurs électriques,Autonomie électrique WLTP,Contrôle de stabilité anti-retournement,Allumage automatique des feux,Contrôle adaptatif de la charge,Volume utile,Aide au démarrage en côte,Calandre,Pack nuit,Toit,Puissance avec overboost (ch.din),Assistant de feux de route,Conduite autonome,Surface de chargement,Pédaliers,Volume du coffre maximal,Éclairage d'accompagnement,Boulons de roues protégés,Baguettes extérieures d'encadrement des vitres,Boule d'attelage,Kit fumeurs,4 roues directrices,Surveillance d’angle mort,Modes de conduite,Différentiel autobloquant,Clé intelligente,Cloison entre cabine et compartiment arrière,Temps de recharge normale,Instrumentation digitale,Suspension,Batterie,Terrain Response,Alerte de circulation transversale,Ciel de pavillon,Pneumatiques runflat,Kit éclairage,Marchepieds latéraux,Reconnaissance des panneaux,Frein de stationnement,Détection des piétons,Tableau de bord,Barre stabilisatrice,Puissance électrique,Caméra d'angle mort,Emissions de CO2,Seuils de portes,Couple électrique,Dynamic Response,Lumières d'ambiance,Alimentation électrique,Système de descente en côte,Carte mains libres,Navigation,Temps de recharge rapide,Pack aérodynamique M,Alarme antivol,Détecteur de pluie,Contrôle du roulis de la remorque,Barres de toit,Consommation électrique WLTP,Volume du coffre avant,Kit carrosserie,Sorties d’échappement
1 mois | En pré-commande,Pick up,3 ans,5,4,4,Diesel,5CV,210CH,500nm1750tr/min,1996CM³,Automatique,10,Intégrale,5350mm,1910mm,1884mm,,10.5s,180KM/H,9L/100 km,6.7L/100 km,7.5L/100 km,,Frontaux | Latéraux | Rideaux | Genoux | Centraux,,,,ESP,Radar de recul | Radar avant | Système de caméras 360 | Parkassist,Système anti-collision avec détection des piétons | Freinage multi-collision,,,Adaptatif,,LED,Pare-chocs,Feux de jour | Avant | Arrières,En aluminium | 20'' | Bi-ton,,Matrix LED IQ.LIGHT,8 haut-parleurs | Harman/Kardon | Subwoofer,USB | USB-C | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | 12 pouces,Avant | Arrière,3,,Cuir,Cuir,Électriques | 10 directions | Chauffants,Conducteur et passager,Velours,Lunette et vitres arrières sur-teintées | Pare-brise en verre feuilleté,Cuir | Multi-fonctions,En hauteur et en profondeur,Démarrage mains libres,Automatique | Bizone,À distance,,,Électriques | Rabattables | Dégivrants | Chromés | Avec clignotants intégrés | Éclairage d'accueil à LED,,Avant/Arrière,239 980 DT TTC,Volkswagen Amarok2.0 L TDI 210 ch 4x4  Aventura BVA,,,,,,Porte-lunettes,,,,,,,,Chromées,,,,,,,,,,,,,,,,Chromée,,,,Dynamic Light Assist,Niveau 2,,,,,,,,,,,,Arrière,Accès mains libres,,,12.3'' | Digital Cockpit,,,,,,,,Chromés,,Éléctrique,,Similicuir,,,,195g/km,,,,,230 V,,,,,,Volumétrique | Anti-soulèvement,,,Argent,,,,
,Utilitaire,2 ans,2,4 | 1 porte latérale coulissante | 2 portes arrières battantes vitrées,4,Diesel,7CV,110CH,300nm1500tr/min,1968CM³,Manuelle,6,Traction,4500mm,1855mm,1857mm,,12.2s,180KM/H,6.6L/100 km,4.8L/100 km,5.5L/100 km,,Frontal conducteur,,,,ESC | ASR,,,,Servotronic,,,,,,16'' | Enjoliveurs pleins,,,2 haut-parleurs | Composition Audio,USB-C | Bluetooth,Tactile | 6.5 pouces,Avant,,,Cuir,Tissu,,Conducteur,,Parebrise athermique,Multi-fonctions,En hauteur et en profondeur,,Climatic,À distance,,,Électriques | Dégivrants,Anti-éblouissement,Avant,73 980 DT TTC,Volkswagen Caddy Cargo2.0 L TDI Business,,,,,,,,,,,,,,,,,,770KG,,,,,,,,,,3.1m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Éléctrique,,,,,,,,,,,1 prise 12 V,,,,,,,,,,,,,
,Utilitaire,2 ans,2,4 | 1 porte latérale coulissante | 2 portes arrières battantes vitrées,4,Diesel,7CV,110CH,300nm1500tr/min,1968CM³,Manuelle,6,Traction,4853mm,1855mm,1860mm,,12.2s,180KM/H,6.6L/100 km,4.8L/100 km,5.5L/100 km,,Frontal conducteur,,,,ESC | ASR,,,,Servotronic,,,,,,16'' | Enjoliveurs pleins,,,2 haut-parleurs | Composition Audio,USB-C | Bluetooth,Tactile | 6.5 pouces,Avant,,,Cuir,Tissu,,Conducteur,,Parebrise athermique | Pare-brise en verre feuilleté,Multi-fonctions,En hauteur et en profondeur,,Manuelle,À distance,,,Électriques | Dégivrants,Anti-éblouissement,Avant,76 980 DT TTC,Volkswagen Caddy Cargo2.0 L TDI Maxi,,,,,,,,,,,,,,,,,,770KG,,,,,,,,,,3.7m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 prise 12 V,,,,,,,,,,,,,
,Utilitaire,3 ans,3,4 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,4,Diesel,7CV,140CH,300nm1500tr/min,1968CM³,Manuelle,6,Propulsion,5986mm,1990mm,2710mm,,N.C,147KM/H,10.1L/100 km,7.8L/100 km,8.6L/100 km,,Frontal conducteur,,,,ESP | ASR,,,,,,,,,Feux de jour,16'',,,2 haut-parleurs | Composition Audio,Bluetooth,,,,,,Tissu,,,,Parebrise athermique,3 branches,En hauteur et en profondeur,,Climatic,À distance,Affichage multifonctions plus,,Avec clignotants intégrés,,Avant,114 980 DT TTC,Volkswagen Crafter11.3 m3 L3H3,,,,,,Box sous banquette passager,,,,,,,,,,,,1370KG,,,,,,,,,,11.3m³,,Chromée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 prise 12 V,,,,,,,,,,,,,
,Utilitaire,3 ans,3,4 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,4,Diesel,7CV,140CH,300nm1500tr/min,1968CM³,Manuelle,6,Propulsion,5986mm,1990mm,2710mm,,N.C,147KM/H,10.1L/100 km,7.8L/100 km,8.6L/100 km,,Frontal conducteur,,,,ESP | ASR,,,,,,,,,Feux de jour,16'',,,2 haut-parleurs | Composition Audio,Bluetooth,,,,,,Tissu,,,,Parebrise athermique,3 branches,En hauteur et en profondeur,,Climatic,À distance,Affichage multifonctions plus,,Avec clignotants intégrés,,Avant,116 980 DT TTC,Volkswagen Crafter14.4 m3 L4H3,,,,,,Box sous banquette passager,,,,,,,,,,,,1260KG,,,,,,,,,,14.4m³,,Chromée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 prise 12 V,,,,,,,,,,,,,
Disponible,SUV,2 ans,5,5,4,Essence | Hybride léger,9CV,163CH,265nm1500tr/min,1969CM³,Automatique,7,Traction,4440mm,1863mm,1652mm,443L,8.6s,180KM/H,5.6L/100 km,6.8L/100 km,6.6L/100 km,,Frontaux | Latéraux | Rideaux | Genoux conducteur,,,,ESC | STC,Radar de recul | Radar avant | Système de caméras 360,EBD |  Freinage automatique anti-collision | VDC,,,,,,,Feux de jour | Avant | Arrières,En aluminium | 19'',,Full LED | Adaptatifs,8 haut-parleurs | Commandes au volant | YouTube / Amazon Prime,4 USB-C | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,Tactile | 9 pouces,Avant | Arrière,3 | Réglage électrique,Aluminium brossé,Sport,Tissu,Électriques | Réglage lombaire | Fonction mémoire,Conducteur et passager,,Lunette et vitres arrières sur-teintées,Similicuir | 3 branches | Multi-fonctions,En hauteur et en profondeur,Démarrage mains libres,Automatique | Bizone,À distance,,,Électriques | Rabattables | Dégivrants | Mémoire de position,Anti-éblouissement,Avant/Arrière,170 000 DT TTC,Volvo XC402.0 L Plus Dark,,,,,,,,,Ouverture et fermeture motorisée | Ouverture mains libres,,Triangle de présignalisation | Trousse de premiers secours,,,,,,,,,,,,,,,,,,,Noire,,,,,,,,,,,Noir Brillant,,,,,Sport,,Accès mains libres,,,12.3'',,,,,,,,,,Éléctrique,,,,,,,Aluminium,,,,1 prise 12 V,,,,,,,,,Noires,,,Dark,
Disponible,SUV,2 ans,5,5,4,Essence | Hybride léger,9CV,163CH,265nm1500tr/min,1969CM³,Automatique,7,Traction,4440mm,1863mm,1652mm,443L,8.6s,180KM/H,5.6L/100 km,6.8L/100 km,6.6L/100 km,,Frontaux | Latéraux | Rideaux | Genoux conducteur,,,,ESC | STC,Radar de recul | Radar avant | Système de caméras 360,EBD |  Freinage automatique anti-collision | VDC,,,,,LED,,Feux de jour | Avant | Arrières,En aluminium | 19'',,Full LED | Adaptatifs,Harman/Kardon | Commandes au volant | 13 haut-parleurs | YouTube / Amazon Prime,4 USB-C | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,Tactile | 9 pouces,Avant | Arrière,3 | Réglage électrique,Aluminium brossé,Sport,Cuir | Suédine,Électriques | Réglage lombaire | Fonction mémoire,Conducteur et passager,,Lunette et vitres arrières sur-teintées,Similicuir | 3 branches | Multi-fonctions,En hauteur et en profondeur,Démarrage mains libres,Automatique | Bizone,À distance,,,Électriques | Rabattables | Dégivrants | Mémoire de position,Anti-éblouissement,Avant/Arrière,185 000 DT TTC,Volvo XC402.0 L Ultimate Dark,,,,,,,,,Ouverture et fermeture motorisée | Ouverture mains libres,,Triangle de présignalisation | Trousse de premiers secours,,,,,,,,,,,,,,,,,,,Noire,,Ouvrant | Panoramique,,,,,,,,,Noir Brillant,,,,,Sport,,Accès mains libres,,,12.3'',,,,,,,,,,Éléctrique,,,,,,,Aluminium,,,,1 prise 12 V,,,,,,,,,Noires,,,Dark,
Disponible,SUV,2 ans,5,5,4,Essence | Hybride léger,9CV,163CH,265nm1500tr/min,1969CM³,Automatique,7,Traction,4440mm,1863mm,1652mm,443L,8.6s,180KM/H,5.6L/100 km,6.8L/100 km,6.6L/100 km,,Frontaux | Latéraux | Rideaux | Genoux conducteur,,,,ESC | STC,Radar de recul | Radar avant | Système de caméras 360,EBD |  Freinage automatique anti-collision | VDC,,,,,LED,,Feux de jour | Avant | Arrières,En aluminium | 19'',,Full LED | Adaptatifs,Harman/Kardon | Commandes au volant | 13 haut-parleurs | YouTube / Amazon Prime,4 USB-C | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,Tactile | 9 pouces,Avant | Arrière,3 | Réglage électrique,Incrustations en bois flotté,Cristal d'orrefors,Cuir,Électriques | Réglage lombaire | Fonction mémoire,Conducteur et passager,,Lunette et vitres arrières sur-teintées,Similicuir | 3 branches | Multi-fonctions,En hauteur et en profondeur,Démarrage mains libres,Automatique | Bizone,À distance,,,Électriques | Rabattables | Dégivrants | Mémoire de position,Anti-éblouissement,Avant/Arrière,195 000 DT TTC,Volvo XC402.0 L Ultimate Dark +,,,,,,,,,Ouverture et fermeture motorisée | Ouverture mains libres,,Triangle de présignalisation | Trousse de premiers secours,,,,,,,,,,,,,,,,,,,Noire,,Ouvrant | Panoramique,,,,,,,,,Noir Brillant,,,,,Sport,,Accès mains libres,,,12.3'',,,,,,,,,,Éléctrique,,,,,,,Aluminium,,,,1 prise 12 V,,,,,,,,,Noires,,,Dark,
Disponible,SUV,3 ans ou 100.000 KM | Batterie garantie 8 ans ou 160.000 KM,5,5,,Electrique,9CV,231CH,330nm0tr/min,,Automatique,,Propulsion,4440mm,1863mm,1652mm,443L,7.4s,160KM/H,,,,,Frontaux | Latéraux | Rideaux | Genoux conducteur,,,,ESC | STC,Radar de recul | Radar avant | Système de caméras 360 | Détection du trafic en marche arrière,VDC,,Adaptative,,,LED,,Feux de jour | Avant | Arrières,En aluminium | 19'',,Full LED,Harman/Kardon | Commandes au volant | 13 haut-parleurs,USB-C | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | 9 pouces,Avant,3 | Réglage électrique,Aluminium brossé,Sport,Suédine,Électriques | Réglage lombaire,Conducteur et passager,,Lunette et vitres arrières sur-teintées,Similicuir | 3 branches | Multi-fonctions,En hauteur et en profondeur,Démarrage mains libres,Automatique | Bizone,À distance,,,Électriques | Rabattables | Dégivrants | Avec capuchons noirs,Anti-éblouissement,Avant/Arrière,199 900 DT TTC,Volvo XC40 RechargeUltimate Single Motor,,,,,,,,,Ouverture et fermeture motorisée | Ouverture mains libres,,Triangle de présignalisation | Trousse de premiers secours,,,,,,,,,,,,1,475km,,,,,,Noire,,Ouvrant | Panoramique,,,,,,,,,Noir Brillant,,,,,,,Accès mains libres,,7heures,12.3'',,69kWh,,,,,,,,Éléctrique,,,,,,,Aluminium,,,,,,,,27minutes,,,,,Noires,16.7kWh/100 km,,,
Disponible,SUV,3 ans ou 100.000 KM | Batterie garantie 8 ans ou 160.000 KM,5,5,,Electrique,14CV,408CH,660nm0tr/min,,Automatique,,Intégrale,4440mm,1863mm,1652mm,443L,4.9s,180KM/H,,,,,Frontaux | Latéraux | Rideaux | Genoux conducteur,,,,ESC | STC,Radar de recul | Radar avant | Système de caméras 360 | Détection du trafic en marche arrière,VDC,,Adaptative,,,LED,,Feux de jour | Avant | Arrières,En aluminium | 19'',,Full LED,Harman/Kardon | Commandes au volant | 13 haut-parleurs,USB-C | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | 9 pouces,Avant,3 | Réglage électrique,Aluminium brossé,Sport,Suédine,Électriques | Réglage lombaire,Conducteur et passager,,Lunette et vitres arrières sur-teintées,Similicuir | 3 branches | Multi-fonctions,En hauteur et en profondeur,Démarrage mains libres,Automatique | Bizone,À distance,,,Électriques | Rabattables | Dégivrants | Avec capuchons noirs,Anti-éblouissement,Avant/Arrière,229 900 DT TTC,Volvo XC40 RechargeUltimate Twin Motor,,,,,,,,,Ouverture et fermeture motorisée | Ouverture mains libres,,Triangle de présignalisation | Trousse de premiers secours,,,,,,,,,,,,2,535km,,,,,,Noire,,Ouvrant | Panoramique,,,,,,,,,Noir Brillant,,,,,,,Accès mains libres,,8heures,12.3'',,78kWh,,,,,,,,Éléctrique,,,,,,,Aluminium,,,,,,,,27minutes,,,,,Noires,17.7kWh/100 km,,,
Disponible,SUV,3 ans ou 100.000 KM | Batterie garantie 8 ans ou 160.000 KM,5,5,,Electrique,9CV,231CH,330nm0tr/min,,Automatique,,Propulsion,4440mm,1873mm,1591mm,413L,7.3s,160KM/H,,,,,Frontaux | Latéraux | Rideaux | Genoux conducteur,,,,,Radar de recul | Radar avant | Caméra de recul,Freinage automatique anti-collision,,Adaptative,,,LED,,Feux de jour | Avant | Arrières,En aluminium | 19'',,Adaptatifs | LED,10 haut-parleurs | Commandes au volant,USB-C | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | 9 pouces,Avant | Arrière,3 | Réglage électrique,Incrustations en Topographie,Similicuir,Suédine,Électriques | Réglage lombaire,Conducteur et passager,,Lunette et vitres arrières sur-teintées,Similicuir | Multi-fonctions | Sport,En hauteur et en profondeur,Démarrage mains libres,Automatique | Bizone,À distance,,,Électriques | Rabattables | Dégivrants | Avec capuchons noirs,Anti-éblouissement,Avant/Arrière,199 900 DT TTC,Volvo C40 RechargePlus Single Motor,Métallisée,,,,,,,,Ouverture et fermeture motorisée | Ouverture mains libres,,Triangle de présignalisation | Trousse de premiers secours,,,,,,,,,,,,1,415km,,,,,,,,Ouvrant | Panoramique,,,,,,,,,Noir Brillant,,,,,,,Accès mains libres,,7heures,12.3'',,69kWh,,,,,,,,Éléctrique,,,,,,,Aluminium,,,,,,,,27minutes,,,,,Noires,18kWh/100 km,,,
Disponible,SUV,3 ans ou 100.000 KM | Batterie garantie 8 ans ou 160.000 KM,5,5,,Electrique,14CV,408CH,660nm0tr/min,,Automatique,,Intégrale,4440mm,1873mm,1591mm,413L,4.7s,180KM/H,,,,,Frontaux | Latéraux | Rideaux | Genoux conducteur,,,,,Radar de recul | Radar avant | Système de caméras 360,Freinage automatique anti-collision,,Adaptative,,,LED,,Feux de jour | Avant | Arrières,En aluminium | 19'',,Adaptatifs | LED,14 haut-parleurs | Harman/Kardon | Commandes au volant,USB-C | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | 9 pouces,Avant | Arrière,3 | Réglage électrique,Aluminium brossé,Similicuir,Suédine,Électriques | Réglage lombaire,Conducteur et passager,,Lunette et vitres arrières sur-teintées,Similicuir | Multi-fonctions | Sport,En hauteur et en profondeur,Démarrage mains libres,Automatique | Bizone,À distance,,,Électriques | Rabattables | Dégivrants | Avec capuchons noirs,Anti-éblouissement,Avant/Arrière,229 900 DT TTC,Volvo C40 RechargeUltimate Twin Motor,Métallisée,,,,,,,,Ouverture et fermeture motorisée | Ouverture mains libres,,Triangle de présignalisation | Trousse de premiers secours,,,,,,,,,,,,2,400km,,,,,,,,Ouvrant | Panoramique,,,,,,,,,Noir Brillant,,,,,,,Accès mains libres,,8heures,12.3'',,78kWh,,,,,,,,Éléctrique,,,,,,,Aluminium,,,,,,,,27minutes,,,,,Noires,19.8kWh/100 km,,,
Disponible,Berline,2 ans,5,4,4,Essence | Hybride léger,11CV,197CH,300nm1500tr/min,1969CM³,Automatique,7,Traction,4778mm,1850mm,1431mm,427L,7.6s,180KM/H,6.1L/100 km,5.0L/100 km,5.9L/100 km,,Frontaux | Latéraux | Rideaux,,,,STC,Radar de recul | Radar avant | Caméra de recul,AFU,,,,,LED,,Feux de jour | Avant | Arrières,En aluminium | 18'',,Full LED | Directionnels,10 haut-parleurs | Commandes au volant | High Performance,USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale,Tactile | 9 pouces,Arrière,3,Aluminium maillé,Cristal d'orrefors,Cuir,Électriques | Chauffants | Ventilés | Réglage lombaire | Fonction mémoire,Conducteur et passager,,Vitres latérales en verre trempé,3 branches | Chauffant | Multi-fonctions,En hauteur et en profondeur,Démarrage mains libres,Automatique | Bizone,À distance,,,Électriques | Rabattables | Dégivrants,Anti-éblouissement,Avant/Arrière,194 900 DT TTC,Volvo S602.0 l Plus Dark,Métallisée,,,,,,,,Ouverture et fermeture motorisée | Ouverture mains libres,,Triangle de présignalisation | Trousse de premiers secours,,,,,,,,,,,,,,RSC,,,,,Noire,,Ouvrant | Panoramique,,,,,,,,,Noir Brillant,,,,,Confort | Sport | Eco,,Accès mains libres,,,12.3'',,,,,,,,,,Éléctrique,,,,,,,Aluminium,,,,1 prise 12 V,,,,,,,,,,,,Sport,
Disponible,Berline,2 ans,5,4,4,Essence | Hybride léger,11CV,197CH,300nm1500tr/min,1969CM³,Automatique,7,Traction,4778mm,1850mm,1431mm,427L,7.6s,180KM/H,6.1L/100 km,5.0L/100 km,5.9L/100 km,,Frontaux | Latéraux | Rideaux,,,,STC,Radar de recul | Radar avant | Caméra de recul,AFU,,,,,LED,,Feux de jour | Avant | Arrières,En aluminium | 18'',,Full LED | Directionnels,10 haut-parleurs | Commandes au volant | High Performance,USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale,Tactile | 9 pouces,Arrière,3,Bois,Cristal d'orrefors,Cuir | Ambre,Électriques | Chauffants | Ventilés | Réglage lombaire | Fonction mémoire,Conducteur et passager,,Vitres latérales en verre trempé,3 branches | Chauffant | Multi-fonctions,En hauteur et en profondeur,Démarrage mains libres,Automatique | Bizone,À distance,,,Électriques | Rabattables | Dégivrants,Anti-éblouissement,Avant/Arrière,214 900 DT TTC,Volvo S602.0 l Ultimate Dark,Métallisée,,,,,,,,Ouverture et fermeture motorisée | Ouverture mains libres,,Triangle de présignalisation | Trousse de premiers secours,,,,,,,,,,,,,,RSC,,,,,Chromée,,Ouvrant | Panoramique,,,,,,,,,Chrome,,,,,Confort | Sport | Eco,,Accès mains libres,,,12.3'',,,,,,,,,,Éléctrique,,,,,,,Aluminium,,,,1 prise 12 V,,,,,,,,,,,,Sport,
Disponible,SUV,2 ans,5,5,4,Essence | Hybride léger,15CV,250CH,365nm1800tr/min,1969CM³,Automatique,8,Intégrale,4708mm,1902mm,1655mm,483L,6.9s,180KM/H,,,7.5L/100 km,,Frontaux | Latéraux | Rideaux | Genoux conducteur,,,,STC,Radar de recul | Radar avant | Caméra de recul | Système de caméras 360,AFU,,,,,LED,,Feux de jour | Avant | Arrières,En aluminium | 19'',,Full LED | Directionnels,10 haut-parleurs | Commandes au volant | Subwoofer | High Performance,2 USB-C | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | 9 pouces,Avant,3 | Réglage électrique,Aluminium maillé,Cristal d'orrefors,Cuir/Tissu | Cuir ambre (+10.000 DT),Électriques | Réglage lombaire | Fonction mémoire,Conducteur et passager,,Lunette et vitres arrières sur-teintées,Cuir | 3 branches | Multi-fonctions,En hauteur et en profondeur,Démarrage mains libres,Automatique | Bizone,À distance,,,Électriques | Rabattables | Dégivrants,Anti-éblouissement,Avant/Arrière,269 900 DT TTC,Volvo XC602.0 l Plus Dark,Métallisée,,,,,,,,Ouverture et fermeture motorisée | Cache Bagages | Ouverture à distance,,,,,,,,,,,,,,,,RSC,,,,,Noire,,,,,,,,,,,Noir Brillant,,,,,Confort | Sport | Eco,,Accès mains libres,,,12.3'',,,,,,,,,,,,,,,,,Aluminium,,,,1 prise 12 V,,,,,,,,,Noir laqué,,,,
Disponible,SUV,2 ans,5,5,4,Essence | Hybride léger,15CV,250CH,365nm1800tr/min,1969CM³,Automatique,8,Intégrale,4708mm,1902mm,1655mm,483L,6.9s,180KM/H,,,7.5L/100 km,,Frontaux | Latéraux | Rideaux | Genoux conducteur,,,,STC,Radar de recul | Radar avant | Caméra de recul | Système de caméras 360,AFU,,,Adaptatif | Pilot Assist,,LED,,Feux de jour | Avant | Arrières,En aluminium | 20'',,Full LED | Directionnels,14 haut-parleurs | Harman/Kardon | Commandes au volant | Subwoofer,2 USB-C | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | 9 pouces,Avant,3 | Réglage électrique,Aluminium maillé,Cristal d'orrefors,Cuir/Tissu | Cuir ambre (+10.000 DT),Électriques | Réglage lombaire | Fonction mémoire,Conducteur et passager,,Lunette et vitres arrières sur-teintées,Cuir | 3 branches | Multi-fonctions,En hauteur et en profondeur,Démarrage mains libres,Automatique | Bizone,À distance,,,Électriques | Rabattables | Dégivrants,Anti-éblouissement,Avant/Arrière,299 900 DT TTC,Volvo XC602.0 l Ultimate Dark,Métallisée,,,,,,,,Ouverture et fermeture motorisée | Cache Bagages | Ouverture à distance,,,,,,,,,,,,,,,,RSC,,,,,Noire,,Ouvrant | Panoramique,,,,,,,,,Noir Brillant,,,,,Confort | Sport | Eco,,Accès mains libres,,,12.3'',,,,,,,,,,,,,,,,,Aluminium,,,,1 prise 12 V,,,,,,,,,Noir laqué,,,,
Disponible,SUV,2 ans | Batterie garantie 8 ans ou 160.000 KM,5,5,4,Essence | Hybride rechargeable,20CV,462CH,659nm2500tr/min,1969CM³,Automatique,8,Intégrale,4708mm,1902mm,1655mm,483L,4.9s,180KM/H,,,1L/100 km,,Frontaux | Latéraux | Rideaux | Genoux conducteur,,,,STC,Radar de recul | Radar avant | Caméra de recul | Système de caméras 360,AFU,,,,,LED,,Feux de jour | Avant | Arrières,En aluminium | 20'',,Full LED | Directionnels,14 haut-parleurs | Harman/Kardon | Commandes au volant | Subwoofer,2 USB-C | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | 9 pouces,Avant,3 | Réglage électrique,Bois,Cristal d'orrefors,Cuir | Ambre,Électriques | Réglage lombaire | Fonction mémoire,Conducteur et passager,,Lunette et vitres arrières sur-teintées,Cuir | 3 branches | Multi-fonctions,En hauteur et en profondeur,Démarrage mains libres,Automatique | Bizone,À distance,,,Électriques | Rabattables | Dégivrants,Anti-éblouissement,Avant/Arrière,354 900 DT TTC,Volvo XC602.0 l Recharge Ultimate Bright,Métallisée,,,,,,,,Ouverture et fermeture motorisée | Cache Bagages | Ouverture à distance,,,,,,,,,,,,,,,77km,RSC,,,,,Chromée,,Ouvrant | Panoramique,,,,,,,,,Chrome,,,,,Confort | Sport | Eco,,Accès mains libres,,,12.3'',,,,,,,,,,,,,,,,,Aluminium,,,,1 prise 12 V,,,,,,,,,Chromées,,,,
Disponible,Berline,2 ans,5,4,4,Essence | Hybride léger,15CV,250CH,350nm1800tr/min,1969CM³,Automatique,8,Traction,4969mm,1879mm,1440mm,461L,6.9s,180KM/H,6.8L/100 km,5.6L/100 km,6.4L/100 km,,Frontaux | Latéraux | Rideaux,,,,STC,Radar de recul | Radar avant | Caméra de recul | Parkassist,AFU |  Freinage automatique anti-collision,,,Adaptatif,,LED,,Feux de jour | Avant | Arrières,En aluminium | 19'',,Full LED | Adaptatifs,14 haut-parleurs | Harman/Kardon,2 USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale,Tactile | 9 pouces,Avant | Arrière,2,Filet d'aluminium,Cristal d'orrefors,Cuir,Électriques | Réglage lombaire | Fonction mémoire,Conducteur et passager,,Lunette et vitres arrières sur-teintées,3 branches | Multi-fonctions,En hauteur et en profondeur,Démarrage mains libres,Automatique | 4 zones,À distance,,,Électriques | Rabattables | Dégivrants,Anti-éblouissement,Avant/Arrière,244 900 DT TTC,Volvo S902.0 l Plus Dark,Métallisée,,,,,,,,Ouverture et fermeture motorisée | Cache Bagages,,Triangle de présignalisation | Trousse de premiers secours,,,,,,,,,,,,,,RSC,,,,,Noire,,Ouvrant | Panoramique,,,,,,,,,,,,,,Confort | Sport | Eco,,Accès mains libres,,,12.3'',,,,,,,,,,Éléctrique,,,,,,,Aluminium,,,,1 prise 12 V,,,Google Built-In,,,,,,,,,Dark,
